_id,Protocolo,data,hora,natureza,situacao,bairro,endereco,detalhe_endereco_acidente,complemento,bairro_cruzamento,sentido_via,tipo,auto,moto,ciclista,pedestre,onibus,caminhao,viatura,vitimas,vitimasfatais
3626,202328665,2023-11-30 0:00:00,1:18:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,RUA MARIA CAROLINA,GALERIA GUARARAPES,BOA VIAGEM,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
3627,202328666,2023-11-30 0:00:00,1:41:00,COM VÍTIMA,FINALIZADA,SANCHO,RUA GUANABARA,,PROX AO  SUPERMERCADO CUSTODIA NO SEMAFORO 157,SANCHO,,COLISÃO LATERAL,1,2,0,0,0,0,0,1,0
3628,202328668,2023-11-30 0:00:00,1:58:00,COM VÍTIMA,FINALIZADA,IPSEP,RUA PINTOR ANTONIO ALBUQUERQUE,RUA PROFESSOR JOSE VICENTE,,IPSEP,,COLISÃO LATERAL,0,0,0,0,0,0,0,2,0
3629,202328670,2023-11-30 0:00:00,2:20:00,SEM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,HOSPITAL DA RESTAURAÇÃO,DERBY,,COLISÃO LATERAL,1,0,0,0,0,0,1,0,0
3630,202328671,2023-11-30 0:00:00,2:24:00,SEM VÍTIMA,FINALIZADA,MACAXEIRA,AV NORTE MIGUEL ARRAES DE ALENCAR,,LOGO APÓS O SEMÁFORO Nº 671,MACAXEIRA,CIDADE,COLISÃO TRASEIRA,1,0,0,0,1,0,0,0,0
3631,202328673,2023-11-30 0:00:00,2:56:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV NORTE MIGUEL ARRAES DE ALENCAR,,PRÓXIMO A RENAULT,ENCRUZILHADA,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
3632,202328674,2023-11-30 0:00:00,2:57:00,COM VÍTIMA,DUPLICIDADE,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,E/F A GALERIA GUARARAPES,BOA VIAGEM,,COLISÃO,0,1,0,0,0,0,0,1,0
3633,202328679,2023-11-30 0:00:00,4:35:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,PROXIMO  AEROPORTO,IMBIRIBEIRA,,COLISÃO,0,1,0,0,0,0,0,1,0
3634,202328685,2023-11-30 0:00:00,5:38:00,COM VÍTIMA,CANCELADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,PRÓXIMO A NEO BLINDADOS E À UNIVERSO,IMBIRIBEIRA,AFOGADOS,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
3635,202328687,2023-11-30 0:00:00,5:49:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA JOAQUIM DE VASCONCELOS PEREIRA,,EM FRENTE AO MINISTÉRIO PÚBLICO,AFOGADOS,,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,1,0
3636,202328701,2023-11-30 0:00:00,6:53:00,COM VÍTIMA,CANCELADA,PORTO DA MADEIRA,AV CIDADE DE MONTEIRO,,SENTIDPO AGUA FRIA E/F AO ARMAZEM CORAL,PORTO DA MADEIRA,,COLISÃO,0,1,0,0,0,0,0,1,0
3637,202328702,2023-11-30 0:00:00,8:07:00,COM VÍTIMA,FINALIZADA,AGUA FRIA,AV BEBERIBE,,EM FRENTE AO POSTO DE COMBUSTIVEL PETROBRAS E AUTO ESCOLA PILOTO,AGUA FRIA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
3638,202328711,2023-11-30 0:00:00,11:03:00,COM VÍTIMA,FINALIZADA,JAQUEIRA,AV CONS ROSA E SILVA,,E/F À ACADEMIA SMART FIT - PROXIMO À PADARIA JAQUEIRA,JAQUEIRA,,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0
3639,202328722,2023-12-01 0:00:00,6:43:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,,EM FRENTE AO ARMAZEM CORAL E AO POSTO SHELL,IPSEP,,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,1,0
3640,202328725,2023-12-01 0:00:00,7:20:00,COM VÍTIMA,FINALIZADA,AGUA FRIA,AV BEBERIBE,,EM FRENTE A MAGAZINE LUIZA E LOJA DOMINANTE,AGUA FRIA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
3641,202328726,2023-12-01 0:00:00,7:27:00,COM VÍTIMA,FINALIZADA,IPSEP,RUA ITACARI,RUA ITAJAI,,IPSEP,,COLISÃO,0,0,0,0,0,0,0,2,0
3642,202328728,2023-12-01 0:00:00,7:27:00,COM VÍTIMA,DUPLICIDADE,IMBIRIBEIRA,RUA ITACARI,,PROX. AO BANCO DO BRAZIL E BANCO ITAU,IMBIRIBEIRA,,COLISÃO,0,1,0,0,0,0,0,1,0
3643,202328729,2023-12-01 0:00:00,7:37:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,,"PROX. AO POSTO DE GASOLINA DISLUB, PROX. AO BANCO DO BRASIL",AFOGADOS,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3644,202328730,2023-12-01 0:00:00,7:40:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,RUA SANTO AMARO,,EM FRENTE AO SHOPPPING TACARUNA / AO LADO DA PARADA DO BRT,SANTO AMARO,,COLISÃO,0,1,0,0,0,0,0,1,0
3645,202328738,2023-12-01 0:00:00,8:27:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV PREFEITO ARTUR LIMA CAVALCANTI,,,SANTO AMARO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3646,202328748,2023-12-01 0:00:00,9:53:00,COM VÍTIMA,CANCELADA,ARRUDA,RUA DA REGENERACAO,RUA SAGRADA FAMILIA,,ARRUDA,,COLISÃO,0,0,0,0,0,0,0,1,0
3647,202328751,2023-12-01 0:00:00,10:22:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,,PROX AO QUIOSQUE 38 / PROX AO EDIFICIO MARIA ANGELA LUCENA,BOA VIAGEM,,COLISÃO,0,1,0,0,0,0,0,1,0
3648,202328768,2023-12-01 0:00:00,1:08:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA COSME VIANA,,E/F AO GALPÃO DA PEDRAGON /  PROXIMO AO POSTO DE GASOLINA SETA,AFOGADOS,,COLISÃO,0,1,0,0,0,0,0,1,0
3649,202328778,2023-12-01 0:00:00,2:32:00,COM VÍTIMA,FINALIZADA,VARZEA,AV AFONSO OLINDENSE,,E/F  A FARMACIA PAGUE MENOS,VARZEA,,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0
3650,202328781,2023-12-01 0:00:00,3:05:00,COM VÍTIMA,CANCELADA,CAXANGA,AV CAXANGA,,PROXIMO AO SUPERMERCADO TEM / ANTES DO POSTO PADRE CICERO,CAXANGA,,COLISÃO,0,1,0,0,0,0,0,1,0
3651,202328785,2023-12-01 0:00:00,3:46:00,COM VÍTIMA,FINALIZADA,ARRUDA,AV BEBERIBE,,Grupo Volkswagen,ARRUDA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3652,202328786,2023-12-01 0:00:00,3:47:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,RUA COMENDADOR FRANCO FERREIRA,,AO LADO DA CAVALERIA,SAN MARTIN,,COLISÃO,0,1,0,0,0,0,0,1,0
3653,202328787,2023-12-01 0:00:00,3:50:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,RUA DO FUTURO,,CRUZAMENTO COM A RUA SENADOR ALBERTO PAIVA PROXIMO AO  HABIBS,TAMARINEIRA,,COLISÃO,0,1,0,0,0,0,0,1,0
3654,202328789,2023-12-01 0:00:00,4:11:00,COM VÍTIMA,FINALIZADA,SAO JOSE,AV ENGENHEIRO JOSE ESTELITA,,PROXIMO A OBRA DO ESTELITA,SAO JOSE,,COLISÃO,0,1,0,0,0,0,0,1,0
3655,202328790,2023-12-01 0:00:00,4:08:00,COM VÍTIMA,FINALIZADA,DERBY,RUA CARLOS PORTO CARREIRO,AV GOVERNADOR AGAMENON MAGALHAES,E/F A MCDONALD´S,DERBY,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3656,202328791,2023-12-01 0:00:00,4:29:00,COM VÍTIMA,FINALIZADA,BOMBA DO HEMETERIO,RUA CHA DE ALEGRIA,,PROX AO CLUBE TEIMOSO  VT 20,BOMBA DO HEMETERIO,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
3657,202328795,2023-12-01 0:00:00,5:43:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,,PROXIMO A EXPOSIÇÃO DE ANIMAIS // CANAL DO CABOUCO,CAXANGA,,COLISÃO,0,1,0,0,0,0,0,1,0
3658,202328796,2023-12-01 0:00:00,5:46:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA DR MACHADO,,PROXIMO AO BAR DO PIU PIU // NA RUA DA PADARIA SANTO ANTÕNIO,CAMPO GRANDE,,COLISÃO,0,1,0,0,0,0,0,1,0
3659,202328798,2023-12-01 0:00:00,5:47:00,SEM VÍTIMA,FINALIZADA,IBURA,LAD DA COHAB,,,IBURA,,CHOQUE,0,0,0,0,0,1,0,0,0
3660,202328802,2023-12-01 0:00:00,6:17:00,VÍTIMA FATAL,FINALIZADA,IPSEP,AV MARECHAL MASCARENHAS DE MORAES,RUA ITACARI,"SENTIDO AEROPORTO PRÓXIMO AO BANCO ITAU  , PRÓXIMO AO BANCO IPIRANGA VÍTIMA NO LOCAL FOI A OBTO,",IPSEP,,COLISÃO COM CICLISTA,0,0,1,0,0,1,0,0,1
3661,202328805,2023-12-01 0:00:00,6:53:00,COM VÍTIMA,FINALIZADA,IBURA,AV DOIS RIOS,,MAVEL BURGUE  //  SORVETERIA FLOQUINHO,IBURA,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
3662,202328815,2023-12-01 0:00:00,9:44:00,COM VÍTIMA,FINALIZADA,VARZEA,AV CAXANGA,,EM FRENTE A UPA DA CAXANGÁ,VARZEA,,COLISÃO,0,2,0,0,0,0,0,2,0
3663,202328819,2023-12-01 0:00:00,11:39:00,VÍTIMA FATAL,FINALIZADA,IBURA,RUA VALE DO ITAJAI,,EM FRENTE A UPA/ LAGOA ENCANTADA,IBURA,,ATROPELAMENTO DE PESSOA,0,0,0,1,0,0,0,0,1
3664,202328821,2023-12-02 0:00:00,1:41:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,PRÓXIMA AO PARQUE DONA LINDU,BOA VIAGEM,SUBURBIO,COLISÃO,1,1,0,0,0,0,0,0,0
3665,202328828,2023-12-02 0:00:00,6:14:00,SEM VÍTIMA,FINALIZADA,CIDADE UNIVERSITARIA,RUA GENERAL POLIDORO,,,CIDADE UNIVERSITARIA,,COLISÃO,2,0,0,0,0,0,0,0,0
3666,202328843,2023-12-02 0:00:00,7:59:00,COM VÍTIMA,FINALIZADA,IPUTINGA,RUA PADRE FERNAO CARDIM,,POR TRÁS DO PERNAMBUCO DA SORTE / PROX A ESCOLA TECNICA,IPUTINGA,,COLISÃO,0,1,0,0,0,0,0,1,0
3667,202328851,2023-12-02 0:00:00,9:01:00,COM VÍTIMA,FINALIZADA,IBURA,AV DOIS RIOS,,PROX A UPA E A CLINICA SENA SAÚDE,IBURA,,COLISÃO,0,1,0,0,0,0,0,1,0
3668,202328854,2023-12-02 0:00:00,9:10:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV MAURICIO DE NASSAU,,PROX AO ARMAZEM PARALELO DA CONSTRUÇÃO / PROX AO PARQUE DO CAIARA,IPUTINGA,,COLISÃO,0,1,0,0,0,0,0,1,0
3669,202328859,2023-12-02 0:00:00,10:00:00,COM VÍTIMA,FINALIZADA,LINHA DO TIRO,RUA URIEL DE HOLANDA,RUA VISCONDE DE CRUZEIRO,PROX A PADARIA PAN DEIVISON / PROX AO CALDINHO DE AMBROSIO,LINHA DO TIRO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3670,202328871,2023-12-02 0:00:00,12:21:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,,EM FRENTE AO ANTIGO BOMPREÇO DA CAXANGA / PROX DO VIADUTO,CAXANGA,SUBURBIO,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,1,0
3671,202328876,2023-12-02 0:00:00,12:45:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,PROX  AO HOSPITAL CASA DA MISERICORDIA,SANTO AMARO,,COLISÃO,1,1,0,0,0,0,0,1,0
3672,202328909,2023-12-02 0:00:00,10:27:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,AV SENADOR ROBERT KENNEDY,"SEGUNDO SINAL APOS O SAL E BRASA, SENTIDO AREIAS",IPSEP,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,1,0
3673,202328911,2023-12-03 0:00:00,12:01:00,COM VÍTIMA,FINALIZADA,BONGI,EST DO BONGI,,E/F CAVALARIA,BONGI,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3674,202328912,2023-12-03 0:00:00,12:12:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,,E/F IPUTINGA AUTOMOVEL,CAXANGA,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,1,0
3675,202328937,2023-12-03 0:00:00,8:19:00,COM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV BARBOSA LIMA,,PROX. AO MARCO ZERO,BAIRRO DO RECIFE,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
3676,202328939,2023-12-03 0:00:00,8:59:00,SEM VÍTIMA,FINALIZADA,PINA,AV DR DIRCEU VELLOSO TOSCANO DE BRITO,,PROX AO SHOPPING RIO MAR,PINA,,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0
3677,202328946,2023-12-03 0:00:00,9:52:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA SETUBAL,,"PROX A PADARIA PAN JOVEM, SENTIDO PRAIA",BOA VIAGEM,,COLISÃO,0,1,0,0,0,0,0,1,0
3678,202328958,2023-12-03 0:00:00,12:55:00,SEM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA PROFESSOR FRANCISCO DA TRINDADE,,,CAMPO GRANDE,SUBURBIO,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0
3679,202328959,2023-12-03 0:00:00,12:58:00,COM VÍTIMA,FINALIZADA,PRADO,RUA GOMES TABORDA,,"PROX AO BAILE PERFUMADO, EM FRENTE A IGREJA RIO",PRADO,,COLISÃO,0,1,0,0,0,0,0,1,0
3680,202328961,2023-12-03 0:00:00,1:37:00,COM VÍTIMA,FINALIZADA,BOMBA DO HEMETERIO,RUA BOMBA DO HEMETERIO,,PROXIMO ABANADORES DO ARRUDA // PROXIMO A FUNERARIA CANAA,BOMBA DO HEMETERIO,,COLISÃO,1,1,0,0,0,0,0,1,0
3681,202328963,2023-12-03 0:00:00,1:50:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,CRUZAMENTO DO DERBY PISTA LOCAL,DERBY,,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,1,0
3682,202328978,2023-12-03 0:00:00,5:09:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,AO LADO DO Nº 2700,BOA VIAGEM,SUBURBIO,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0
3683,202328981,2023-12-03 0:00:00,6:08:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,,UPA DA CAXANGA,CAXANGA,,ATROPELAMENTO DE PESSOA,1,0,1,0,0,0,0,1,0
3684,202328983,2023-12-03 0:00:00,6:19:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DOS NAVEGANTES,,PROXIMO AO ED. ESCALAS //  ED. CASTELINHO,BOA VIAGEM,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3685,202328984,2023-12-03 0:00:00,6:31:00,COM VÍTIMA,CANCELADA,CAXANGA,AV CAXANGA,,REF: EM FRENTE A UPA DA CAXANGA,CAXANGA,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
3686,202328991,2023-12-03 0:00:00,7:19:00,SEM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,RUA VASCO DA GAMA,,AO LADO DA MADRUGADA BURGUER,NOVA DESCOBERTA,,COLISÃO,1,1,0,0,0,0,0,0,0
3687,202328994,2023-12-03 0:00:00,7:58:00,SEM VÍTIMA,FINALIZADA,AREIAS,AV IZABEL DE GOES,,,AREIAS,,COLISÃO,1,1,0,0,0,0,0,0,0
3688,202329004,2023-12-04 0:00:00,3:29:00,VÍTIMA FATAL,FINALIZADA,MADALENA,AV VISCONDE DE ALBUQUERQUE,RUA JOSE OSORIO,FARMÁCIA PAGUE MENOS,MADALENA,,COLISÃO,1,0,0,0,0,1,0,0,2
3689,202329024,2023-12-04 0:00:00,8:48:00,COM VÍTIMA,FINALIZADA,PINA,AVENIDA CELSO FURTADO (VIA MANGUE),,PROX AO AO LADO DO EMPRESARIAL PINA E A CONSTRUÇÃO DA UPINHA NA SUB DA VIA MANGUE,PINA,,COLISÃO,0,1,0,0,0,0,0,1,0
3690,202329025,2023-12-04 0:00:00,8:49:00,COM VÍTIMA,FINALIZADA,SAO JOSE,PRC DAS CINCO PONTAS,,DESCIDA DO VIADUTO,SAO JOSE,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3691,202329028,2023-12-04 0:00:00,9:30:00,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA DA HORA,,PROX. AO BANCO DO BRASIL E O CREA,ESPINHEIRO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
3692,202329029,2023-12-04 0:00:00,9:29:00,COM VÍTIMA,DUPLICIDADE,SAO JOSE,AV ENGENHEIRO JOSE ESTELITA,,PROX AO VIADUTO DO FORTE DAS CINCO PONTAS SENTIDO CENTRO CIDADE,SAO JOSE,,COLISÃO,0,1,0,0,0,0,0,1,0
3693,202329043,2023-12-04 0:00:00,10:15:00,SEM VÍTIMA,FINALIZADA,IPSEP,RUA JAMAICA,RUA ITAJAI,IGREJA PRESBITERIANA MEMORIAL DA IMBIRIBEIRA,IPSEP,CIDADE,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0
3694,202329045,2023-12-04 0:00:00,10:31:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,,"PROX. AO POSTO DE GASOLINA BR, LADO OPOSTO AO N° 3452",IPSEP,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
3695,202329046,2023-12-04 0:00:00,10:32:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,AO LADO DO DEPOSITO DA LASER ELETRO / EM FRENTE A AUTO LINE,IMBIRIBEIRA,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3696,202329048,2023-12-04 0:00:00,10:52:00,COM VÍTIMA,DUPLICIDADE,IPSEP,AV RECIFE,,"EM FRENTE AO POSTO BR, SENTIDO CAXANGÁ",IPSEP,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3697,202329059,2023-12-04 0:00:00,12:54:00,COM VÍTIMA,FINALIZADA,BONGI,RUA ITAPEMIRIM,,PROX A SECRETARIA DE SAÚDE,BONGI,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3698,202329064,2023-12-04 0:00:00,1:40:00,COM VÍTIMA,FINALIZADA,TORREAO,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO MPU,TORREAO,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,2,0
3699,202329072,2023-12-04 0:00:00,2:17:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,E/F AFERREIRA COSTA  S/T CID,IMBIRIBEIRA,,COLISÃO LATERAL,1,1,0,0,0,1,0,1,0
3700,202329084,2023-12-04 0:00:00,5:29:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RAIMUNDO DINIZ,,BARRACA PARADA DOS AMIGOS,IPSEP,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
3701,202329086,2023-12-04 0:00:00,5:51:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,,APÓS O COMPAZ,CAXANGA,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
3702,202329097,2023-12-04 0:00:00,7:19:00,COM VÍTIMA,FINALIZADA,GRACAS,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO CLUBE PORTUGUÊS,GRACAS,,COLISÃO,1,1,0,0,0,0,0,1,0
3703,202329122,2023-12-05 0:00:00,6:55:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA REAL DA TORRE,,AO LADO DO POSTO DE GASOLINA SETTA,MADALENA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3704,202329126,2023-12-05 0:00:00,7:53:00,COM VÍTIMA,FINALIZADA,VARZEA,RUA VALE DO SIRIJI,RUA DIOGO DE VASCONCELOS,PROX. AO COLEGIO ENSA NA LADEIRA DE ACESSO AO UR-07,VARZEA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
3705,202329136,2023-12-05 0:00:00,9:40:00,COM VÍTIMA,FINALIZADA,SAO JOSE,RUA IMPERIAL,,EM FRENTE AO HOTEL LUA DE MEL,SAO JOSE,,COLISÃO FRONTAL,0,1,0,0,0,0,0,1,0
3706,202329142,2023-12-05 0:00:00,10:03:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,PROX AO EMPRESARIAL UNIVERSAL CENTER,BOA VIAGEM,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
3707,202329153,2023-12-05 0:00:00,11:51:00,COM VÍTIMA,FINALIZADA,MORRO DA CONCEICAO,AV NORTE MIGUEL ARRAES DE ALENCAR,,"NA ENTRADA DO MORRO DA CONCEIÇÃO, DO LADO DO DESCONTÃO",MORRO DA CONCEICAO,,COLISÃO,2,1,0,0,0,0,0,1,0
3708,202329154,2023-12-05 0:00:00,11:53:00,COM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,,PROX. AO CARREFOUR,AREIAS,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
3709,202329172,2023-12-05 0:00:00,2:05:00,COM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,,LADO OPOSTO AO ATACADAO / SENTIDO CAXANGA,AREIAS,,COLISÃO COM CICLISTA,0,0,1,0,1,0,0,1,0
3710,202329182,2023-12-05 0:00:00,3:28:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA JOAO IVO DA SILVA,,EM FRENTE AO POSTO DE GASOLINA PETROVIA / PROX AO MUSEU DA ABOLIÇÃO,MADALENA,,COLISÃO,0,1,0,0,0,0,0,1,0
3711,202329191,2023-12-05 0:00:00,4:19:00,COM VÍTIMA,FINALIZADA,PINA,AV ENGENHEIRO DOMINGOS FERREIRA,,EM FRENTE AO ARMAZEM BEIRA MAR,PINA,,COLISÃO,1,1,0,0,0,0,0,1,0
3712,202329199,2023-12-05 0:00:00,5:50:00,COM VÍTIMA,FINALIZADA,MACAXEIRA,AV NORTE MIGUEL ARRAES DE ALENCAR,,PROXIMO AO PARQUE DA MACAXEIRA E A ACADMIA DA CIDADE DO BURITI,MACAXEIRA,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0
3713,202329200,2023-12-05 0:00:00,5:58:00,COM VÍTIMA,FINALIZADA,APIPUCOS,RUA DE APIPUCOS,,EM FRENTE AO PARQUE DE APIPUCOS,APIPUCOS,,COLISÃO,0,1,0,0,0,0,0,1,0
3714,202329202,2023-12-05 0:00:00,6:06:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,AV CORREIA DE BRITO,,PROX AO GIRADOURO DEPOIS DA PRAÇA DE CAMPO GRANDE,CAMPO GRANDE,,COLISÃO,0,1,0,0,0,0,0,1,0
3715,202329204,2023-12-05 0:00:00,6:15:00,COM VÍTIMA,FINALIZADA,JORDAO,AV MARIA IRENE,,AO LADO POSTO DE GASOLINA JORDÃO / NA RUA DA BIRA POP,JORDAO,,COLISÃO,1,1,0,0,0,0,0,1,0
3716,202329208,2023-12-05 0:00:00,6:45:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV GENERAL SAN MARTIN,,EM FRENTE AO MUG SORVETES E PROX AO ARMAZEM  CHEUS CONSTRUÇÕES,CORDEIRO,,COLISÃO,0,1,0,0,0,0,0,1,0
3717,202329209,2023-12-05 0:00:00,6:58:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PADRE CABRAL,RUA JOSE DOMINGUES DA SILVA,PROX AO COND. BARCELONA,BOA VIAGEM,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
3718,202329214,2023-12-05 0:00:00,8:16:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),RUA PROFESSOR EDUARDO WANDERLEY FILHO,ENTRADA DA RUA,BOA VIAGEM,,COLISÃO,1,1,0,0,0,0,0,1,0
3719,202329227,2023-12-06 0:00:00,7:29:00,SEM VÍTIMA,FINALIZADA,IPSEP,RUA BLUMENAU,RUA ITAIMBE,ESQUINA COM O BOX DA SOPA,IPSEP,SUBURBIO,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0
3720,202329228,2023-12-06 0:00:00,7:40:00,COM VÍTIMA,FINALIZADA,MADALENA,AV JOSE GONCALVES DE MEDEIROS,,EM FRENTE A PAGUE MENOS,MADALENA,,COLISÃO,0,2,0,0,0,0,0,1,0
3721,202329254,2023-12-06 0:00:00,11:00:00,COM VÍTIMA,FINALIZADA,,RUA SAO MIGUEL,,,,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
3722,202329268,2023-12-06 0:00:00,12:51:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,RUA TRES DE MAIO,,E/F A DELEGACIA DA MULHER,SANTO AMARO,,ENGAVETAMENTO,3,0,0,0,0,0,0,1,0
3723,202329272,2023-12-06 0:00:00,2:08:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV ENGENHEIRO ABDIAS DE CARVALHO,,,SAN MARTIN,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
3724,202329283,2023-12-06 0:00:00,3:25:00,SEM VÍTIMA,FINALIZADA,SOLEDADE,AV JOAO DE BARROS,RUA DR LEOPOLDO LINS,,SOLEDADE,SUBURBIO,COLISÃO LATERAL,1,0,0,0,1,0,0,0,0
3725,202329290,2023-12-06 0:00:00,5:25:00,SEM VÍTIMA,FINALIZADA,TAMARINEIRA,AV CONS ROSA E SILVA,,EM FRENTE A DROGARIA BONGI,TAMARINEIRA,SUBURBIO,COLISÃO LATERAL,1,0,0,0,0,0,1,0,0
3726,202329294,2023-12-06 0:00:00,5:50:00,SEM VÍTIMA,FINALIZADA,SAO JOSE,AV MARTINS DE BARROS,RUA PRIMEIRO DE MARCO,,SAO JOSE,CIDADE,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0
3727,202329306,2023-12-06 0:00:00,6:52:00,COM VÍTIMA,FINALIZADA,CASA FORTE,AV DEZESSETE DE AGOSTO,,ESQUINA COM HOSPITAL ERMÍRIO DE MORAES,CASA FORTE,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
